,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
253,Kai Jones,C,22,CHO,46,0,550,67,120,4,19,63,101,19,26,37,86,123,15,17,30,31,65,157
254,Tre Jones,PG,23,SAS,68,65,1984,341,743,45,158,296,585,148,172,56,189,245,448,89,9,110,98,875
255,Tyus Jones,PG,26,MEM,80,22,1940,311,710,121,326,190,384,80,100,28,172,200,417,83,6,74,32,823
256,DeAndre Jordan,C,34,DEN,39,8,586,88,115,1,1,87,114,22,48,52,150,202,34,12,23,48,71,199
257,Cory Joseph,PG,31,DET,62,2,1227,150,351,70,180,80,171,57,72,21,85,106,217,34,9,56,88,427
258,Nikola Jović,PF,19,MIA,15,8,204,28,69,8,35,20,34,18,19,9,22,31,10,7,2,10,19,82
259,Johnny Juzang,SG,21,UTA,18,0,232,35,104,15,63,20,41,2,4,8,31,39,8,4,3,3,13,87
260,Mfiondu Kabengele,PF,25,BOS,4,0,36,2,7,0,3,2,4,2,2,5,5,10,0,2,0,1,3,6
261,Frank Kaminsky,C,29,TOT,36,0,235,31,63,13,33,18,30,14,16,7,45,52,32,6,4,9,22,89
262,Trevor Keels,SG,19,NYK,3,0,8,1,4,1,4,0,0,0,0,0,2,2,0,0,0,0,0,3
263,Luke Kennard,SG,26,TOT,59,14,1315,188,382,133,269,55,113,37,39,15,143,158,91,32,5,46,82,546
264,Walker Kessler,C,21,UTA,74,40,1703,298,414,1,3,297,411,82,159,231,389,620,69,26,173,58,169,679
265,Braxton Key,SF,25,DET,3,0,9,1,1,0,0,1,1,2,2,0,1,1,0,0,0,0,0,4
266,Louis King,PF,23,PHI,1,0,29,8,13,4,8,4,5,0,1,2,2,4,2,1,0,2,4,20
267,Corey Kispert,SF,23,WAS,74,45,2093,291,585,163,384,128,201,75,88,33,174,207,87,32,9,55,97,820
268,Maxi Kleber,PF,31,DAL,37,5,930,77,169,39,112,38,57,27,38,30,105,135,52,12,30,27,85,220
269,Nathan Knight,C,25,MIN,38,0,291,46,81,8,22,38,59,39,57,22,34,56,13,10,6,21,41,139
270,Kevin Knox,SF-PF,23,TOT,63,5,952,152,332,65,186,87,146,46,60,34,143,177,33,24,12,50,95,415
271,Christian Koloko,C,22,TOR,58,19,802,72,150,1,12,71,138,37,59,84,87,171,31,21,57,20,128,182
272,John Konchar,SF,26,MEM,72,23,1494,138,320,60,177,78,143,28,36,64,246,310,100,77,25,37,112,364
273,Furkan Korkmaz,SG,25,PHI,37,0,353,48,111,18,46,30,65,26,36,6,36,42,22,10,3,24,18,140
274,Luke Kornet,C,27,BOS,69,0,804,113,170,3,13,110,157,32,39,86,111,197,53,11,46,25,81,261
275,Vit Krejci,PG,22,ATL,29,0,165,15,37,5,21,10,16,1,2,6,20,26,17,5,1,5,17,36
276,Jonathan Kuminga,PF,20,GSW,67,16,1394,261,497,54,146,207,351,90,138,70,161,231,125,41,31,95,157,666
277,Kyle Kuzma,PF,27,WAS,64,64,2239,512,1142,160,481,352,661,173,237,55,408,463,239,36,29,190,145,1357
278,Anthony Lamb,SF,25,GSW,62,4,1195,148,314,73,199,75,115,46,60,56,159,215,96,28,20,54,134,415
279,Jock Landale,C,27,PHO,69,4,979,178,337,21,84,157,253,79,105,119,161,280,68,16,30,59,126,456
280,Romeo Langford,SG,23,SAS,43,21,844,121,259,16,61,105,198,39,56,57,57,114,50,24,13,30,67,297
281,Jake LaRavia,PF,21,MEM,35,0,414,37,95,24,71,13,24,7,9,19,44,63,21,12,4,18,49,105
282,Zach LaVine,SG,27,CHI,77,77,2768,673,1388,204,544,469,844,363,428,42,303,345,327,69,18,194,159,1913
283,A.J. Lawson,SG,22,TOT,15,0,108,22,44,10,25,12,19,2,8,6,15,21,2,2,0,3,11,56
284,Damion Lee,SG,30,PHO,74,5,1506,200,452,110,247,90,205,94,104,39,186,225,99,30,7,78,118,604
285,Saben Lee,PG,23,TOT,25,1,373,49,121,11,30,38,91,42,57,13,32,45,67,19,1,24,32,151
286,Alex Len,C,29,SAC,26,2,161,16,30,0,2,16,28,11,16,24,36,60,12,4,11,16,28,43
287,Kawhi Leonard,SF,31,LAC,52,50,1748,446,871,104,250,342,621,243,279,57,281,338,204,72,28,88,84,1239
288,Meyers Leonard,C,30,MIL,9,2,114,14,29,7,18,7,11,8,9,12,22,34,1,2,0,6,16,43
289,Caris LeVert,SG,28,CLE,74,30,2237,320,742,127,324,193,418,130,180,53,229,282,287,72,24,116,170,897
290,Kira Lewis Jr.,PG,21,NOP,25,0,235,40,88,15,34,25,54,19,22,5,28,33,23,10,2,10,24,114
291,Damian Lillard,PG,32,POR,58,58,2107,556,1202,244,658,312,544,510,558,44,233,277,425,50,18,191,109,1866
292,Nassir Little,SF,22,POR,54,4,976,134,303,58,158,76,145,33,46,27,114,141,50,20,20,36,66,359
293,Isaiah Livers,PF,24,DET,52,22,1199,120,288,74,203,46,85,32,39,28,115,143,41,28,28,30,103,346
294,Kenneth Lofton Jr.,PF,20,MEM,24,1,176,49,93,6,17,43,76,16,27,19,32,51,20,5,2,12,28,120
295,Kevon Looney,C,26,GSW,82,70,1958,242,384,0,1,242,383,94,155,274,486,760,207,52,50,45,225,578
296,Brook Lopez,C,34,MIL,78,78,2373,477,899,136,364,341,535,149,190,157,363,520,99,37,193,107,203,1239
297,Robin Lopez,C,34,CLE,37,2,299,48,75,2,4,46,71,14,18,23,28,51,19,2,8,25,43,112
298,Kevin Love,PF,34,TOT,62,20,1240,165,424,99,296,66,128,80,91,59,340,399,116,16,12,70,97,509
299,Kyle Lowry,PG,36,MIA,55,44,1718,196,485,107,310,89,175,116,135,43,182,225,281,57,21,103,143,615
300,Trey Lyles,PF,27,SAC,74,0,1247,187,408,87,240,100,168,101,124,68,232,300,66,27,31,64,97,562
301,Théo Maledon,PG,21,CHO,44,7,854,102,254,28,95,74,159,63,74,14,109,123,152,37,12,59,61,295
302,Sandro Mamukelashvili,C,23,TOT,43,7,660,97,230,30,99,67,131,39,57,70,115,185,62,14,12,35,52,263
303,Terance Mann,SG,26,LAC,81,36,1872,272,524,77,198,195,326,92,118,77,199,276,184,42,22,80,149,713
304,Tre Mann,PG,21,OKC,67,5,1183,197,501,81,257,116,244,42,55,27,128,155,120,40,11,62,99,517
305,Boban Marjanović,C,34,HOU,31,0,171,41,60,0,1,41,59,20,27,20,40,60,9,5,2,14,10,102
306,Lauri Markkanen,PF,25,UTA,66,66,2273,571,1145,200,511,371,634,349,399,130,440,570,123,42,38,127,137,1691
307,Naji Marshall,SF,25,NOP,77,21,1792,247,571,66,218,181,353,138,175,48,231,279,189,54,14,97,113,698
308,Caleb Martin,SF,27,MIA,71,49,2077,254,548,84,236,170,312,91,113,88,256,344,117,71,31,78,145,683
309,Cody Martin,SF,27,CHO,7,0,134,14,36,3,14,11,22,4,7,8,16,24,11,4,1,2,13,35
310,Kenyon Martin Jr.,SF,22,HOU,82,49,2292,410,720,68,216,342,504,151,222,126,326,452,123,41,30,91,147,1039
311,Tyrese Martin,SG,23,ATL,16,0,66,9,23,1,7,8,16,2,2,5,7,12,2,1,0,2,2,21
312,Garrison Mathews,SG,26,TOT,54,0,686,73,201,63,180,10,21,48,53,11,62,73,26,24,5,19,62,257
313,Bennedict Mathurin,SG,20,IND,78,17,2222,413,951,100,310,313,641,376,454,87,231,318,116,48,13,152,162,1302
314,Wesley Matthews,SF,36,MIL,52,0,820,58,160,39,124,19,36,24,28,34,79,113,34,20,13,18,71,179
315,Tyrese Maxey,SG,22,PHI,60,41,2016,439,913,160,369,279,544,180,213,23,153,176,212,49,8,80,132,1218
316,Skylar Mays,PG,25,POR,6,6,189,34,68,12,26,22,42,12,13,2,17,19,50,6,1,10,11,92
317,Miles McBride,PG,22,NYK,64,2,760,77,215,40,134,37,81,28,42,13,37,50,72,37,8,25,60,222
318,Mac McClung,SG,24,PHI,2,0,41,9,20,4,11,5,9,3,5,3,7,10,9,0,0,3,3,25
319,CJ McCollum,SG,31,NOP,75,75,2649,587,1344,211,543,376,801,183,238,55,273,328,429,70,38,183,153,1568
320,T.J. McConnell,PG,30,IND,75,6,1526,283,521,26,59,257,462,58,68,45,189,234,397,81,10,143,105,650
321,Jaden McDaniels,SF,22,MIN,79,79,2416,370,716,107,269,263,447,106,144,92,215,307,148,74,76,112,272,953
322,Jalen McDaniels,SF,25,TOT,80,24,1913,281,617,77,232,204,385,116,138,63,283,346,130,83,34,93,209,755
323,Doug McDermott,SF,31,SAS,64,0,1314,239,523,123,298,116,225,53,70,24,115,139,91,13,6,58,118,654
324,JaVale McGee,C,35,DAL,42,7,355,80,125,2,5,78,120,24,41,30,77,107,11,4,26,36,54,186
325,Bryce McGowens,SG,20,CHO,46,7,787,80,202,26,80,54,122,60,80,20,73,93,54,15,6,43,48,246
326,Rodney McGruder,SG,31,DET,32,12,524,62,152,41,97,21,55,18,22,20,54,74,28,16,1,11,39,183
327,Jordan McLaughlin,PG,26,MIN,43,0,678,61,145,24,78,37,67,15,18,15,47,62,148,32,4,33,28,161
328,De'Anthony Melton,SG,24,PHI,77,58,2150,277,651,157,403,120,248,69,87,69,243,312,197,126,41,102,191,780
329,Sam Merrill,SG,26,CLE,5,0,59,9,22,5,18,4,4,2,2,0,9,9,5,4,0,0,3,25
330,Chimezie Metu,PF,25,SAC,66,0,689,129,219,9,38,120,181,54,73,47,151,198,40,22,21,32,81,321
331,Khris Middleton,SF,31,MIL,33,19,801,177,406,51,162,126,244,92,102,28,112,140,163,23,5,71,68,497
332,Patty Mills,PG,34,BRK,40,2,567,86,209,49,134,37,75,25,30,8,36,44,56,15,3,30,32,246
333,Shake Milton,SG,26,PHI,76,11,1567,241,503,56,148,185,355,99,116,39,152,191,240,25,13,94,123,637
334,Justin Minaya,SF,23,POR,4,0,89,7,23,3,12,4,11,0,1,3,12,15,4,2,5,4,9,17
335,Josh Minott,SF,20,MIN,15,0,96,18,36,2,6,16,30,8,8,5,20,25,5,4,6,3,10,46
336,Davion Mitchell,PG,24,SAC,80,9,1447,181,399,63,197,118,202,25,31,16,89,105,185,44,15,62,112,450
337,Donovan Mitchell,SG,26,CLE,68,68,2432,679,1402,245,635,434,767,319,368,63,226,289,301,99,27,180,168,1922
338,Evan Mobley,PF,21,CLE,79,79,2715,525,947,22,102,503,845,205,304,187,524,711,224,60,119,146,218,1277
339,Isaiah Mobley,PF,23,CLE,12,0,84,12,28,3,8,9,20,4,4,4,16,20,3,4,3,1,8,31
340,Chima Moneke,SF,27,SAC,2,0,8,1,2,0,0,1,2,0,2,2,0,2,1,0,0,2,2,2
341,Malik Monk,SG,24,SAC,77,0,1719,357,796,143,398,214,398,184,207,32,171,203,298,49,20,146,125,1041
342,Moses Moody,SG,20,GSW,63,3,817,108,227,49,135,59,92,37,53,28,77,105,51,18,7,34,54,302
343,Xavier Moon,SG,28,LAC,4,0,20,3,9,1,3,2,6,0,0,0,3,3,5,0,0,1,2,7
344,Wendell Moore Jr.,SG,21,MIN,29,2,153,18,43,2,17,16,26,4,5,4,14,18,18,8,5,8,13,42
345,Ja Morant,PG,23,MEM,61,59,1948,566,1214,92,300,474,914,372,497,61,296,357,493,66,16,206,100,1596
346,Marcus Morris,PF,33,LAC,65,65,1825,274,643,112,308,162,335,68,87,29,229,258,114,42,21,56,136,728
347,Markieff Morris,PF,33,TOT,35,2,355,47,115,28,71,19,44,10,10,13,58,71,31,9,5,18,48,132
348,Monte Morris,PG,27,WAS,62,61,1695,247,515,78,204,169,311,64,77,26,184,210,326,43,13,60,75,636
349,Trey Murphy III,SF,22,NOP,79,65,2448,387,800,202,497,185,303,172,190,59,222,281,112,89,43,61,155,1148
350,Dejounte Murray,SG,26,ATL,74,74,2693,612,1319,133,387,479,932,158,190,53,336,389,448,112,19,160,106,1515
351,Jamal Murray,PG,25,DEN,65,65,2133,473,1041,172,432,301,609,180,216,48,209,257,400,66,16,145,103,1298
352,Keegan Murray,SF,22,SAC,80,78,2382,354,782,206,501,148,281,62,81,89,282,371,98,61,42,60,162,976
353,Mike Muscala,C,31,TOT,63,9,945,131,292,81,207,50,85,40,52,37,166,203,50,15,24,23,98,383
